Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Dmg.binary
Non-Fatal,Substantial,Airplane,Cessna,U206G,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,T210N,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Smith Miniplane,BK-1,Yes,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Fatal(1),Destroyed,Airplane,Mooney,M20J,No,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,1
Non-Fatal,Destroyed,Airplane,Mitsubishi,MU2B-40,No,2.0,Turbo Prop,Part 91: General Aviation,0.0,0.0,6.0,0.0,1
Non-Fatal,Minor,Airplane,Mcdonnell-douglas,DC-10-10,No,3.0,Turbo Fan,Part 121: Air Carrier,0.0,1.0,0.0,154.0,0
Non-Fatal,Substantial,Airplane,Cessna,150J,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Taylorcraft,F19,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Ted Smith,AEROSTAR 600,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Bellanca,7KCAB,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Fatal(2),Destroyed,Airplane,Piper,PA-28,No,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,1
Fatal(4),Destroyed,Airplane,Piper,PA-32R-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,4.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,0.0,1.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,Cessna,T210L,Yes,1.0,Reciprocating,Part 91: General Aviation,0.0,1.0,0.0,0.0,1
Non-Fatal,Minor,Airplane,Boeing,A75N1,No,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,3.0,0
Non-Fatal,Destroyed,Airplane,Piper,PA-31,No,2.0,Reciprocating,Part 91: General Aviation,0.0,2.0,0.0,0.0,1
Non-Fatal,Minor,Airplane,Bellanca,7KCAB,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,0
Non-Fatal,Substantial,Airplane,Taylorcraft,BC12-D,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,Ercoupe,415-C,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,182H,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,2.0,0.0,1
Fatal(8),Destroyed,Airplane,Piper,PA-24-180,No,1.0,Reciprocating,Part 91: General Aviation,8.0,0.0,0.0,0.0,1
Fatal(8),Destroyed,Airplane,Cessna,182B,No,1.0,Reciprocating,Part 91: General Aviation,8.0,0.0,0.0,0.0,1
Non-Fatal,Destroyed,Airplane,Piper,PA-28-140,Yes,1.0,Reciprocating,Part 91: General Aviation,0.0,4.0,0.0,0.0,1
Fatal(4),Destroyed,Airplane,Cessna,P210N,No,1.0,Reciprocating,Part 91: General Aviation,4.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Rockwell Comdr,112TCA,No,1.0,Reciprocating,Part 91: General Aviation,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28-180,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,5.0,1
Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-38,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,177RG,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,4.0,1
Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Fatal(1),Destroyed,Airplane,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,1
Non-Fatal,Destroyed,Airplane,Cessna,C-172,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,1
Fatal(1),Substantial,Airplane,Piper,PA-18A-150,No,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28R-201,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,Cessna,182P,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,Cessna,140,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Beech,C-23,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Destroyed,Airplane,Piper,PA-38-112,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Fatal(1),Destroyed,Airplane,Beech,V35A,No,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Cessna,310R,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,402B,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,185,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,2.0,1
Non-Fatal,Destroyed,Airplane,Cessna,310,No,2.0,Reciprocating,Part 91: General Aviation,0.0,2.0,0.0,0.0,1
Fatal(2),Destroyed,Airplane,Beech,95-C55,No,2.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Cessna,172K,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,421B,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,401,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,5.0,1
Fatal(2),Destroyed,Airplane,Cessna,421,No,2.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,1
Non-Fatal,Destroyed,Airplane,Grumman,G-164B,No,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Destroyed,Airplane,Piper,PA-24-250,No,1.0,Reciprocating,Part 91: General Aviation,0.0,4.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Howard Aircraft Corp.,500,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,4.0,1
Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,1
Fatal(4),Destroyed,Airplane,Cessna,172K,No,1.0,Reciprocating,Part 91: General Aviation,4.0,0.0,0.0,0.0,1
Fatal(1),Destroyed,Airplane,Piper,PA-34,No,2.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,1
Fatal(2),Destroyed,Airplane,Rockwell,112A,No,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,1
Fatal(4),Destroyed,Airplane,Beech,J35,No,1.0,Reciprocating,Part 91: General Aviation,4.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Aeronca,7AC,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,1
Fatal(1),Destroyed,Airplane,Aeronca,7EC,No,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,1
Non-Fatal,Destroyed,Airplane,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,0.0,2.0,0.0,0.0,1
Non-Fatal,Destroyed,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Bellanca,17-30A,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-38-112,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,4.0,1
Fatal(2),Substantial,Airplane,Porterfield,CP-65,No,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,4.0,1
Incident,Minor,Airplane,Boeing,B737-2H4,No,2.0,Turbo Jet,Part 121: Air Carrier,0.0,0.0,0.0,119.0,0
Non-Fatal,Destroyed,Airplane,Cessna,310D,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Fatal(1),Destroyed,Airplane,Piper,PA-23,No,2.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Mooney,M20J,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28-151,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28-151,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,152(II),No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Beech,35,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28R-180,No,1.0,Reciprocating,Part 91: General Aviation,0.0,1.0,2.0,0.0,1
Non-Fatal,Substantial,Airplane,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,1
Non-Fatal,Substantial,Airplane,Bellanca,8GCBC,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-31-310,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Fatal(8),Destroyed,Airplane,Piper,PA-31T2,No,2.0,Turbo Prop,Part 91: General Aviation,8.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Beech,90,No,2.0,Turbo Prop,Part 91: General Aviation,0.0,0.0,0.0,4.0,1
Non-Fatal,Substantial,Airplane,Nihon,YS-11A,No,2.0,Turbo Prop,Part 121: Air Carrier,0.0,0.0,3.0,36.0,1
Non-Fatal,Destroyed,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28RT-201T,No,1.0,Reciprocating,Part 91: General Aviation,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Bellanca,7ECA,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,177RG,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,2.0,0.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-23,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,6.0,1
Incident,Minor,Airplane,Embraer,EMB-11OP1,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,16.0,0
Fatal(1),Destroyed,Airplane,Beech,A36,No,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,1
Fatal(1),Destroyed,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Cessna,T210N,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Great Lakes,2T1A-2,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-44-180T,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,Quickie,,Yes,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,172H,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,172A,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Beech,58,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,P206B,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,404,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,7.0,1
Non-Fatal,Destroyed,Airplane,Pitts,51,Yes,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,1
Fatal(1),Destroyed,Airplane,Cessna,172L,No,1.0,Reciprocating,Part 91: General Aviation,1.0,1.0,0.0,0.0,1
Fatal(2),Destroyed,Airplane,Cessna,182Q,Yes,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,1
Fatal(1),Destroyed,Airplane,Piper,PA-36-375,No,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,140,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Beech,56TC,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Grumman,G-21A,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Destroyed,Airplane,Piper,PA-22-150,No,1.0,Reciprocating,Part 91: General Aviation,0.0,2.0,0.0,0.0,1
Non-Fatal,Destroyed,Airplane,Piper,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,0.0,4.0,0.0,0.0,1
Fatal(1),Destroyed,Airplane,Piper,PA-28-180,No,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,1
Fatal(1),Destroyed,Airplane,De Havilland,DHC-6,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,1.0,10.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,Grumman,AA-5A,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,4.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-32R-301T,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,3.0,1
Non-Fatal,Substantial,Airplane,Mooney,M-20C,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Fatal(2),Substantial,Airplane,Bellanca,7GCBC,No,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Fairchild Hiller,227C,No,2.0,Turbo Prop,Part 91: General Aviation,0.0,0.0,0.0,4.0,1
Non-Fatal,Substantial,Airplane,Bellanca,8KCAB,No,1.0,Reciprocating,Part 91: General Aviation,0.0,1.0,1.0,0.0,1
Fatal(2),Destroyed,Airplane,Bellanca,14-19-3A,No,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Cessna,421C,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,6.0,1
Non-Fatal,Substantial,Airplane,Grumman,G-164A,No,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,A185F,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-38-112,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,210A,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-60,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,1
Non-Fatal,Destroyed,Airplane,Cessna,A188B,No,1.0,Reciprocating,Part 137: Agricultural,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-60/601P,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,152II,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Destroyed,Airplane,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,0.0,2.0,0.0,0.0,1
Non-Fatal,Destroyed,Airplane,Rockwell,COMMANDER 114,No,1.0,Reciprocating,Part 91: General Aviation,0.0,2.0,0.0,0.0,1
Fatal(1),Destroyed,Airplane,Beech,BE-95-C55,No,2.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,1
Non-Fatal,Destroyed,Airplane,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Destroyed,Airplane,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,Weatherly,201C,No,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,310Q,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,414,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Eagle,DW-1,No,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,1
Fatal(4),Destroyed,Airplane,Cessna,210L,No,1.0,Reciprocating,Part 91: General Aviation,4.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,421B,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,Beech,23,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-23,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,1
Non-Fatal,Substantial,Airplane,Beech,D18S,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,1
Incident,Minor,Airplane,Beech,B90,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,3.0,0
Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,150,Yes,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-20,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,182C,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,1
Non-Fatal,Destroyed,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Incident,Minor,Airplane,Aeronca,11AC,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,0
Fatal(1),Destroyed,Airplane,Beech,T-34B,No,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Cessna,150G,No,1.0,Reciprocating,Part 91: General Aviation,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Piper,PA-38-112,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,170,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,Cessna,320C,No,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,Cessna,T210M,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Fatal(6),Destroyed,Airplane,Cessna,T21OL,No,1.0,Reciprocating,Part 91: General Aviation,6.0,0.0,0.0,0.0,1
Fatal(4),Destroyed,Airplane,Piper,PA-32-260,No,1.0,Reciprocating,Part 91: General Aviation,4.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Cessna,172L,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,Piper,J3-F65,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,140A,No,1.0,Reciprocating,Part 91: General Aviation,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Starduster Ii,,Yes,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,1
Non-Fatal,Destroyed,Airplane,Homebuilt,PDQ-2,Yes,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,1
